Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Sleep_Hours,Motivation_Level,Teacher_Quality,School_Type,Internet_Access,Family_Income,Parental_Involvement,Parental_Education_Level,Distance_from_Home,Physical_Activity,Peer_Influence,Access_to_Resources,Extracurricular_Activities,Health,Study_Environment,Exam_Score
8,41,40,1,8,High,Average,Private,Yes,Medium,High,Postgraduate,9.0,6,Negative,Low,Yes,3,Average,56
4,63,41,2,6,High,Average,Public,Yes,Low,Medium,Postgraduate,27.0,4,Neutral,High,Yes,5,Good,59
4,62,95,3,7,Low,,Public,Yes,Medium,High,Postgraduate,,4,Neutral,Low,No,3,Average,78
4,41,82,4,7,Low,Poor,Private,No,High,Medium,Postgraduate,1.0,3,Negative,Low,No,1,Good,64
6,77,65,2,9,Medium,Good,Private,Yes,Low,Medium,School,9.0,5,Neutral,Medium,No,4,Average,81
7,70,46,2,9,High,Good,Private,No,Low,Low,School,,3,Neutral,Low,No,1,Average,74
6,90,57,0,3,Low,Good,Public,No,High,Low,School,13.0,1,Positive,Low,No,5,Good,71
1,79,51,2,5,Medium,Good,Private,Yes,High,Medium,,21.0,3,Negative,Medium,Yes,3,Good,62
8,65,36,4,8,High,Average,Private,No,Low,Low,Graduate,,4,Negative,Medium,Yes,2,Good,68
10,68,44,1,3,High,Poor,Public,No,High,High,School,10.0,6,Negative,High,Yes,2,Poor,71
11,42,40,3,5,Low,Average,Public,No,High,Medium,,28.0,6,Neutral,Medium,No,3,Good,55
7,97,53,0,3,High,Poor,Public,Yes,High,Medium,Graduate,26.0,5,Negative,High,No,5,Average,73
6,53,96,3,9,High,Poor,Private,No,High,Medium,Graduate,26.0,4,Positive,High,Yes,3,Average,84
6,64,59,1,7,Low,Average,Private,No,Low,Low,Graduate,4.0,6,Negative,Medium,No,2,Average,65
5,87,99,2,6,Medium,Average,Public,Yes,Low,Low,Graduate,27.0,3,Negative,Medium,Yes,2,Poor,85
6,40,95,4,4,Medium,Poor,Private,No,Medium,High,Postgraduate,15.0,0,Positive,Medium,Yes,2,Good,75
9,92,90,0,9,Low,Good,Private,Yes,Medium,Low,School,4.0,4,Neutral,Low,No,3,Good,95
10,42,70,4,6,Low,Good,Private,Yes,Low,Low,School,20.0,6,Positive,Medium,Yes,5,Poor,65
9,93,80,4,7,Medium,Poor,Private,No,Medium,High,Graduate,11.0,3,Positive,High,Yes,5,Good,91
10,65,73,4,4,Medium,Average,Public,No,High,Medium,Graduate,12.0,3,Negative,High,No,5,Average,79
8,57,42,4,5,Low,,Private,Yes,High,Medium,,13.0,6,Negative,High,Yes,2,Good,59
10,48,41,1,5,Low,Poor,Private,No,Low,High,,2.0,6,Negative,Medium,Yes,4,Poor,63
9,77,38,4,7,Low,Average,Private,No,Medium,Low,,8.0,1,Negative,High,Yes,3,Poor,67
10,62,77,4,4,High,Poor,Public,No,High,High,Postgraduate,4.0,1,Positive,High,No,2,Good,79
8,60,78,1,6,Low,Poor,Private,No,Medium,High,School,,4,Neutral,Low,No,5,Poor,77
8,96,82,3,7,High,,Private,Yes,Low,Medium,Postgraduate,2.0,2,Neutral,Medium,No,3,Good,95
1,40,85,1,5,Medium,Average,Private,Yes,Low,Low,Postgraduate,23.0,3,Negative,Medium,Yes,5,Good,57
10,60,69,2,7,Medium,Good,Public,No,Medium,Medium,School,5.0,6,Negative,High,No,1,Average,77
11,66,53,1,6,Low,Poor,Private,Yes,Low,Medium,School,5.0,0,Negative,Low,Yes,2,Good,72
5,81,62,3,3,Low,Average,Public,Yes,High,High,School,23.0,2,Neutral,High,No,5,Good,66
4,98,52,2,8,Medium,Good,Private,Yes,High,Medium,,4.0,3,Positive,Low,Yes,1,Average,74
2,45,83,2,8,Medium,,Public,No,Medium,Medium,Graduate,19.0,2,Positive,High,No,5,Average,63
8,94,82,0,9,Medium,Good,Public,Yes,Medium,Medium,Graduate,9.0,3,Neutral,High,No,2,Good,89
3,83,78,4,8,Medium,Average,Private,Yes,Low,Low,Graduate,,3,Positive,Medium,Yes,4,Average,75
4,75,78,2,3,Low,Good,Private,Yes,Low,Low,Postgraduate,3.0,2,Neutral,Low,No,5,Poor,80
7,67,89,2,6,High,Good,Public,Yes,Medium,Medium,Postgraduate,5.0,1,Positive,Low,No,5,Good,85
10,84,94,3,9,Medium,Average,Public,Yes,Low,High,Graduate,2.0,3,Positive,Low,No,1,Poor,95
9,56,61,2,4,Medium,Poor,Private,No,Medium,High,School,23.0,4,Negative,Medium,No,2,Good,57
2,98,50,3,7,High,Average,Private,No,Medium,Medium,School,13.0,2,Neutral,Medium,Yes,5,Average,75
3,79,47,4,6,Low,Average,Private,Yes,High,Low,Postgraduate,28.0,5,Neutral,High,Yes,3,Average,57
4,97,89,0,3,High,Poor,Private,No,Low,High,Graduate,27.0,1,Negative,Low,Yes,2,Average,89
10,91,42,0,9,Low,Poor,Private,Yes,Medium,High,Postgraduate,7.0,0,Negative,Low,Yes,1,Good,76
1,42,53,4,5,Low,Average,Private,No,High,Low,Postgraduate,28.0,6,Neutral,High,Yes,1,Poor,46
7,51,59,4,8,Low,Poor,Private,No,Medium,Low,Graduate,21.0,3,Neutral,High,Yes,1,Good,62
2,78,31,1,8,Low,Poor,Public,No,Low,High,Postgraduate,8.0,5,Negative,High,No,2,Poor,55
5,51,54,2,6,Low,,Public,No,High,Medium,School,25.0,3,Neutral,High,No,2,Average,59
1,41,79,2,8,Medium,,Private,No,Low,High,School,29.0,5,Negative,Low,Yes,5,Poor,60
3,95,43,2,8,Low,Average,Private,No,High,Low,Graduate,20.0,4,Neutral,High,No,1,Good,66
2,85,35,3,6,Medium,Average,Private,No,Low,Low,Postgraduate,11.0,1,Negative,Low,No,1,Good,53
1,61,59,1,6,Low,Good,Public,Yes,Medium,Low,School,12.0,3,Neutral,Low,No,2,Average,58
7,62,59,2,9,Medium,Good,Public,Yes,Medium,Low,Graduate,18.0,6,Neutral,Low,Yes,2,Good,66
5,69,67,3,3,High,Poor,Private,Yes,Medium,Medium,,18.0,5,Positive,High,Yes,3,Poor,68
1,44,87,3,3,High,Good,Private,Yes,Low,High,Graduate,27.0,1,Neutral,High,No,1,Poor,58
6,48,70,0,8,Medium,Good,Public,Yes,High,Low,Postgraduate,29.0,6,Negative,High,Yes,2,Average,68
5,60,86,3,9,Low,Good,Public,No,Low,Low,Graduate,16.0,3,Positive,High,No,2,Average,79
3,50,65,4,6,Medium,Poor,Public,No,Medium,Low,Postgraduate,20.0,5,Negative,Medium,No,5,Poor,63
7,44,93,3,6,Medium,Good,Private,No,Low,High,,22.0,0,Negative,High,Yes,1,Poor,77
11,74,45,4,8,Low,Average,Private,Yes,High,Low,,6.0,5,Negative,Medium,No,3,Good,76
10,66,43,4,4,High,Average,Public,No,Medium,High,School,18.0,4,Negative,High,Yes,2,Poor,62
9,88,60,0,5,Medium,Poor,Private,No,Low,Medium,Postgraduate,17.0,0,Neutral,Medium,Yes,5,Good,83
9,41,95,0,7,High,Poor,Private,Yes,Medium,Low,School,18.0,6,Negative,High,No,5,Good,80
9,63,97,3,7,High,Poor,Private,Yes,Low,Medium,School,24.0,0,Positive,High,No,4,Good,90
2,70,94,0,8,High,Good,Public,No,Low,High,Graduate,21.0,5,Positive,Low,Yes,1,Good,86
3,72,84,0,9,Medium,Poor,Public,No,Medium,Medium,School,3.0,2,Negative,Medium,Yes,5,Average,80
7,78,69,2,7,Medium,Poor,Public,No,High,Low,Postgraduate,9.0,0,Neutral,High,No,3,Good,81
5,69,54,3,3,Low,Poor,Private,No,Medium,Medium,School,28.0,4,Positive,Medium,Yes,1,Good,57
2,85,54,3,9,Low,Average,Private,Yes,High,Medium,Postgraduate,28.0,4,Neutral,Low,No,3,Good,67
3,76,32,3,9,Medium,Poor,Public,Yes,Medium,Medium,Postgraduate,7.0,5,Positive,Medium,No,5,Good,52
10,90,98,0,3,Low,Average,Private,Yes,Medium,Medium,Postgraduate,24.0,3,Negative,High,Yes,1,Poor,92
6,67,55,0,4,High,Average,Public,No,Medium,Medium,Graduate,22.0,5,Positive,Low,No,5,Poor,63
7,99,69,4,8,High,Poor,Private,No,Low,High,Postgraduate,7.0,0,Negative,High,Yes,5,Poor,87
9,70,67,1,3,Medium,Poor,Private,Yes,Low,High,Graduate,19.0,6,Neutral,Low,No,5,Good,77
1,50,67,1,8,High,Good,Private,No,High,Low,School,1.0,1,Positive,Low,No,2,Average,64
11,62,97,1,8,Medium,Poor,Private,No,Medium,High,School,1.0,2,Positive,Medium,No,2,Average,95
7,96,36,2,9,Medium,Poor,Private,Yes,Low,High,Graduate,1.0,5,Negative,High,No,3,Good,73
8,41,59,0,6,Medium,,Public,Yes,Low,Low,School,11.0,2,Neutral,High,No,2,Average,59
3,79,48,4,5,High,Poor,Public,No,Medium,High,School,27.0,2,Negative,Low,Yes,3,Poor,61
4,80,64,4,5,Medium,Poor,Private,Yes,Medium,Low,School,,4,Negative,High,No,2,Poor,67
10,66,62,1,8,Medium,Poor,Public,No,Medium,Low,,23.0,4,Neutral,Low,No,5,Average,69
6,74,62,2,5,Low,Good,Private,No,High,High,Postgraduate,18.0,3,Negative,Medium,Yes,2,Average,75
10,41,67,2,5,High,Good,Private,No,Medium,Medium,School,13.0,0,Negative,Low,Yes,4,Good,75
7,78,39,1,7,Medium,Poor,Private,No,Low,Low,Postgraduate,28.0,4,Neutral,High,No,5,Poor,61
4,76,86,1,9,Low,,Public,No,Low,Medium,School,22.0,2,Positive,Low,Yes,4,Average,83
8,60,57,0,7,Medium,,Private,No,Medium,Low,Graduate,15.0,4,Neutral,High,No,5,Average,66
5,97,67,2,6,High,,Private,Yes,High,High,,17.0,5,Neutral,Medium,Yes,2,Good,84
1,44,45,4,4,Low,Average,Public,Yes,High,Medium,Postgraduate,10.0,0,Neutral,Medium,Yes,1,Poor,43
4,91,50,1,9,Low,Poor,Private,No,Low,Low,Graduate,8.0,4,Negative,Low,No,3,Average,69
3,84,35,0,3,Medium,Average,Public,No,High,High,Postgraduate,21.0,5,Neutral,Medium,Yes,5,Good,49
9,60,70,4,3,Medium,Poor,Public,No,Medium,Medium,School,9.0,0,Negative,Medium,Yes,1,Good,72
8,68,44,2,7,High,Good,Public,Yes,High,High,Graduate,19.0,3,Neutral,Low,No,1,Average,73
1,59,32,1,8,High,,Public,No,High,High,Postgraduate,18.0,4,Neutral,High,Yes,2,Good,46
11,77,72,1,5,Medium,Average,Public,Yes,Low,Medium,Postgraduate,8.0,0,Negative,Low,Yes,5,Poor,83
6,59,76,0,6,Low,Average,Public,Yes,Low,Low,School,,5,Negative,Low,Yes,1,Poor,69
9,89,43,0,4,High,Poor,Public,No,Low,Low,School,5.0,5,Positive,High,Yes,3,Average,73
7,64,95,2,7,High,Poor,Private,Yes,High,High,Graduate,14.0,0,Positive,Medium,No,4,Poor,89
4,41,58,1,8,Low,Good,Private,Yes,Low,Low,Postgraduate,13.0,5,Negative,Low,Yes,2,Poor,54
1,96,33,0,6,Medium,Good,Private,Yes,Low,Medium,School,1.0,6,Positive,Low,No,2,Poor,57
2,71,55,1,8,High,Poor,Private,No,High,Medium,Graduate,11.0,1,Negative,High,Yes,2,Average,68
5,65,41,2,6,Low,Good,Private,Yes,High,High,Postgraduate,12.0,3,Positive,Low,Yes,3,Poor,62
11,45,31,1,7,High,Average,Private,No,High,High,School,6.0,4,Positive,High,No,2,Good,55
5,80,46,4,6,Low,Average,Private,Yes,Medium,Medium,Graduate,12.0,1,Negative,Low,No,3,Poor,63
8,96,64,1,9,High,Average,Private,Yes,Medium,Medium,Graduate,3.0,4,Neutral,Low,Yes,1,Poor,86
6,42,39,3,5,Medium,Good,Public,Yes,High,High,School,8.0,2,Negative,High,No,5,Poor,47
8,72,72,3,6,Low,Average,Private,Yes,Low,High,School,29.0,2,Positive,High,Yes,1,Average,76
2,40,50,2,4,High,Average,Private,Yes,High,Medium,,22.0,0,Positive,Low,No,5,Average,47
3,90,44,2,6,High,Poor,Public,No,Medium,High,Postgraduate,2.0,1,Negative,High,No,2,Good,60
6,44,64,2,9,Low,Poor,Public,No,Low,Low,School,6.0,6,Positive,Low,Yes,1,Poor,59
10,52,89,4,3,Low,Good,Public,Yes,Medium,Medium,Graduate,3.0,0,Negative,High,Yes,3,Poor,84
3,58,73,4,9,Medium,Poor,Private,Yes,Medium,Medium,School,7.0,0,Positive,Medium,No,2,Poor,67
6,51,34,1,6,Low,,Public,Yes,Medium,High,Postgraduate,,6,Positive,Medium,Yes,1,Poor,53
6,87,47,0,8,High,Good,Public,Yes,Medium,High,Postgraduate,17.0,0,Neutral,Medium,No,1,Good,73
2,64,50,3,7,Medium,Poor,Public,No,Low,Medium,School,12.0,2,Negative,Medium,Yes,3,Good,50
7,96,80,3,3,Low,Poor,Public,No,High,High,Postgraduate,15.0,6,Neutral,Low,No,3,Poor,82
2,90,70,3,7,High,Good,Private,Yes,Low,Low,Graduate,,5,Neutral,Low,No,1,Poor,77
6,74,53,1,8,Low,Good,Public,No,High,High,Postgraduate,1.0,0,Positive,Medium,No,3,Good,67
1,51,53,1,4,High,Good,Private,Yes,High,Medium,Graduate,26.0,6,Negative,Medium,No,4,Poor,51
3,69,67,2,5,High,Average,Public,Yes,Low,High,Postgraduate,12.0,6,Positive,Medium,No,4,Poor,68
2,44,73,0,4,Medium,Average,Public,No,High,Medium,Graduate,20.0,5,Negative,High,No,3,Poor,60
7,73,86,2,3,Medium,Poor,Public,No,Low,Low,School,23.0,6,Neutral,Low,No,1,Average,80
4,61,88,1,8,Low,Average,Private,Yes,Low,Medium,Graduate,20.0,5,Positive,Medium,No,3,Poor,78
8,78,63,4,8,Medium,Average,Public,Yes,High,Low,,14.0,6,Positive,Medium,Yes,3,Average,76
6,52,52,2,5,Low,Good,Private,Yes,High,Low,Postgraduate,16.0,0,Neutral,Low,No,5,Poor,57
10,96,72,1,6,Medium,,Public,No,Medium,Low,Graduate,25.0,0,Neutral,Medium,Yes,4,Poor,90
4,86,69,1,3,Medium,Poor,Private,Yes,High,Low,Graduate,15.0,0,Negative,Medium,Yes,2,Average,76
5,93,76,4,5,Low,Average,Private,No,High,Low,Postgraduate,8.0,1,Positive,Low,Yes,2,Average,80
9,42,70,4,9,Medium,Average,Public,Yes,High,High,,21.0,4,Neutral,Low,Yes,2,Average,67
7,99,76,4,9,Medium,Average,Public,No,Low,Low,Graduate,1.0,1,Negative,High,No,3,Average,90
10,92,49,0,7,Medium,Poor,Public,No,Medium,High,School,13.0,3,Negative,Low,No,2,Good,81
9,59,94,1,5,Medium,Poor,Private,No,Medium,High,Postgraduate,3.0,5,Neutral,Medium,Yes,5,Average,81
7,70,97,4,7,Low,Good,Public,Yes,Low,High,Graduate,24.0,1,Positive,Low,Yes,3,Good,85
1,44,53,0,9,High,Average,Private,Yes,High,Medium,Postgraduate,12.0,6,Neutral,Low,No,1,Poor,49
8,63,65,3,9,Low,Good,Private,Yes,High,Medium,Postgraduate,7.0,5,Neutral,Medium,Yes,1,Poor,84
4,79,74,3,7,Low,Good,Private,No,Low,Low,School,8.0,6,Negative,Low,No,3,Good,73
3,93,31,3,8,Low,Poor,Private,No,Medium,High,School,17.0,5,Negative,High,No,4,Poor,58
7,72,57,1,5,Medium,,Private,No,Low,Medium,School,18.0,5,Negative,Low,Yes,4,Poor,63
3,47,55,0,8,Medium,Average,Private,No,Low,High,Graduate,10.0,3,Neutral,Low,Yes,1,Good,59
8,63,52,0,9,High,Good,Private,No,High,Medium,Postgraduate,15.0,2,Negative,Medium,No,2,Poor,72
6,89,65,3,8,Medium,Poor,Public,No,Low,High,School,23.0,6,Neutral,High,No,5,Average,74
5,59,35,2,4,High,Poor,Public,No,Low,Medium,,21.0,4,Neutral,High,No,3,Average,51
4,99,64,3,4,High,Poor,Private,Yes,Low,Low,School,21.0,0,Negative,Low,No,5,Average,74
8,55,67,1,8,Medium,Average,Public,No,High,Low,School,28.0,3,Neutral,High,No,5,Good,72
8,89,64,3,8,High,Good,Public,No,High,Low,Postgraduate,29.0,2,Negative,Medium,No,5,Poor,88
1,91,82,3,7,Low,Average,Private,No,Medium,High,Graduate,10.0,4,Neutral,Low,Yes,3,Average,70
9,51,67,0,8,Low,Poor,Public,No,Medium,Low,Postgraduate,9.0,6,Neutral,High,No,2,Good,71
5,52,88,3,3,Low,Average,Private,No,Medium,Low,School,1.0,3,Negative,Medium,No,3,Good,69
4,84,72,4,5,High,Poor,Private,Yes,High,Medium,Postgraduate,21.0,2,Neutral,Medium,No,1,Average,75
6,81,33,4,3,High,Average,Public,No,Medium,Medium,Graduate,23.0,0,Neutral,Medium,Yes,2,Poor,57
6,78,34,2,4,Low,Average,Private,No,Low,Medium,School,5.0,2,Negative,Low,No,1,Poor,53
2,64,97,1,3,Medium,Good,Private,No,Medium,Low,School,15.0,2,Positive,Medium,Yes,5,Good,75
8,85,74,1,6,Low,Good,Public,Yes,Low,Medium,School,14.0,0,Negative,Medium,No,2,Good,83
7,71,54,0,6,Medium,Poor,Public,No,Medium,Medium,School,26.0,5,Positive,Low,Yes,5,Good,67
1,63,40,1,4,Medium,Good,Private,No,High,Low,,11.0,5,Neutral,Low,Yes,1,Average,41
5,87,58,2,3,High,,Public,Yes,Low,Medium,Postgraduate,23.0,3,Positive,Medium,Yes,3,Poor,70
6,86,63,4,5,High,Average,Private,No,Low,High,,17.0,2,Negative,Low,No,2,Average,82
4,83,43,0,4,Medium,Poor,Public,No,High,Medium,,21.0,0,Neutral,High,No,5,Poor,63
2,48,53,4,6,Medium,Average,Public,Yes,Low,High,Graduate,14.0,3,Positive,Low,Yes,4,Good,51
4,79,88,2,4,Medium,,Public,Yes,Medium,Medium,School,6.0,0,Negative,Medium,Yes,5,Poor,73
1,89,68,0,3,High,Good,Private,Yes,High,Medium,School,22.0,1,Positive,Low,Yes,1,Average,69
7,62,55,3,3,Low,Good,Public,No,Low,High,Postgraduate,4.0,6,Negative,Low,No,1,Good,66
2,89,72,1,3,Medium,Poor,Private,No,High,Low,School,13.0,3,Neutral,Medium,Yes,3,Poor,67
2,52,65,2,7,High,Good,Private,No,Low,High,Graduate,21.0,1,Negative,Medium,Yes,2,Average,65
9,99,68,0,3,Low,Average,Private,No,Low,Low,Graduate,24.0,5,Positive,Low,No,4,Good,85
5,98,90,4,8,High,Good,Public,No,High,Medium,Postgraduate,22.0,6,Neutral,High,No,1,Poor,92
2,71,45,0,6,Low,Poor,Public,Yes,Low,Low,Postgraduate,,2,Neutral,High,No,2,Poor,54
11,89,88,3,9,High,,Private,No,Medium,Low,School,21.0,6,Negative,Medium,No,4,Average,95
9,54,35,2,6,Low,Average,Private,Yes,Medium,High,School,12.0,6,Neutral,High,No,3,Good,56
9,75,85,0,7,Medium,Average,Public,No,Low,Low,School,23.0,2,Positive,Low,Yes,2,Poor,79
1,88,37,2,6,High,Good,Public,Yes,Low,Low,School,12.0,2,Neutral,Medium,Yes,5,Good,63
11,44,56,2,6,Low,,Public,Yes,Medium,High,Graduate,24.0,3,Negative,Low,Yes,4,Good,65
3,61,56,4,4,Low,Average,Public,No,Low,Low,School,4.0,6,Negative,High,Yes,5,Average,55
4,55,75,1,9,Low,Good,Private,Yes,Low,Low,Postgraduate,2.0,4,Neutral,High,Yes,5,Good,69
7,80,70,3,9,Medium,,Private,No,High,High,Graduate,20.0,3,Positive,High,No,4,Good,81
10,49,54,0,3,High,Good,Public,No,High,High,Graduate,,3,Neutral,Medium,No,5,Poor,74
4,63,47,1,8,Low,Average,Private,Yes,Medium,High,,6.0,4,Neutral,High,Yes,4,Average,58
2,57,41,4,8,Medium,Average,Public,Yes,Medium,Low,School,,3,Negative,Medium,Yes,5,Good,50
7,88,80,1,4,Medium,Good,Public,No,High,Medium,Graduate,1.0,5,Neutral,Medium,No,3,Average,82
6,57,68,2,8,Medium,Good,Public,No,High,High,,11.0,1,Positive,Medium,Yes,3,Good,69
3,46,39,2,4,Medium,Average,Public,No,Medium,High,School,23.0,4,Positive,Medium,Yes,2,Poor,44
6,43,83,3,9,Medium,Poor,Private,No,Medium,Low,Graduate,23.0,4,Positive,Medium,Yes,5,Poor,69
11,65,58,0,9,Medium,Good,Private,Yes,Medium,Medium,Graduate,29.0,6,Positive,Medium,No,3,Average,81
6,44,70,0,9,Medium,Poor,Private,No,High,Medium,School,21.0,1,Positive,High,No,3,Average,67
5,99,38,4,8,High,Poor,Public,Yes,High,Low,Postgraduate,29.0,4,Neutral,Medium,Yes,3,Good,66
4,94,92,3,6,High,Average,Private,No,Low,High,Graduate,12.0,6,Positive,Low,No,1,Good,87
10,55,66,0,9,Medium,Average,Public,No,Medium,Low,Graduate,4.0,4,Positive,Low,No,5,Poor,74
1,74,43,2,5,Low,Poor,Private,No,Low,Medium,Graduate,28.0,1,Neutral,Low,Yes,2,Poor,53
10,65,68,3,3,Low,Average,Public,Yes,Medium,High,School,16.0,0,Neutral,High,No,3,Poor,73
6,57,69,1,5,Low,Poor,Private,Yes,High,Medium,Graduate,27.0,0,Positive,Medium,Yes,4,Poor,69
2,68,83,3,6,Medium,Poor,Public,Yes,Medium,Medium,Graduate,19.0,5,Positive,High,Yes,1,Good,64
3,62,32,3,7,Low,Average,Private,No,Medium,Medium,School,27.0,0,Negative,High,No,5,Good,48
8,92,84,0,4,High,Average,Private,No,High,Medium,,11.0,1,Positive,Medium,Yes,2,Good,87
10,53,62,4,8,High,Good,Private,Yes,High,High,Graduate,11.0,2,Positive,High,Yes,3,Poor,83
6,54,48,4,8,High,Average,Private,No,Medium,High,School,13.0,3,Negative,Medium,Yes,4,Good,58
3,88,63,0,6,High,Good,Private,Yes,Medium,High,Postgraduate,13.0,6,Neutral,Medium,No,1,Average,80
7,72,79,0,8,Medium,Average,Private,Yes,Medium,Low,School,8.0,4,Neutral,Medium,No,4,Poor,79
4,64,76,0,6,High,Average,Private,No,Medium,High,Postgraduate,11.0,6,Neutral,Low,No,4,Good,67
9,60,75,4,5,Low,Average,Public,Yes,Medium,Medium,School,16.0,1,Positive,Medium,No,1,Good,71
5,56,85,0,7,Low,Average,Public,No,High,Medium,Postgraduate,13.0,3,Negative,Medium,Yes,4,Poor,74
3,62,86,1,4,High,Poor,Public,No,Medium,High,Postgraduate,,1,Negative,High,No,3,Good,73
2,96,80,1,8,High,Average,Private,Yes,High,High,School,3.0,4,Positive,Low,Yes,1,Average,80
11,82,83,2,7,High,Poor,Private,No,Low,Low,Graduate,27.0,2,Positive,High,Yes,5,Average,92
2,56,57,1,7,Low,,Public,Yes,Low,High,Postgraduate,11.0,1,Positive,High,Yes,1,Poor,53
3,97,48,3,7,Low,Average,Private,Yes,Medium,Low,School,21.0,3,Positive,Low,Yes,2,Good,68
2,53,56,2,3,High,,Public,Yes,Low,High,,8.0,5,Neutral,High,No,3,Average,48
4,68,77,1,7,Low,Average,Private,No,High,Low,Graduate,10.0,3,Negative,High,No,5,Good,72
2,59,48,3,9,Low,Good,Public,Yes,Low,High,School,,4,Negative,Medium,Yes,3,Average,55
10,69,80,1,6,Medium,Good,Private,No,Low,High,School,22.0,6,Negative,Low,No,3,Average,84
9,58,36,3,3,High,Average,Private,Yes,High,High,Postgraduate,18.0,5,Neutral,Low,No,1,Average,54
2,92,58,0,9,High,Good,Private,No,Medium,Low,School,,0,Neutral,Low,Yes,5,Poor,78
9,78,72,3,3,Medium,Good,Private,Yes,High,Medium,Graduate,7.0,4,Negative,High,No,1,Good,82
6,95,98,0,7,Medium,Good,Private,Yes,High,Low,School,18.0,5,Neutral,High,No,2,Poor,95
1,52,87,3,8,Low,Good,Private,No,Medium,High,Graduate,10.0,5,Neutral,Low,Yes,2,Average,73
4,57,37,3,8,Medium,Poor,Public,Yes,High,Medium,Graduate,26.0,4,Negative,High,No,2,Poor,49
1,62,71,1,8,High,Poor,Public,Yes,Medium,Low,School,20.0,6,Positive,Low,No,1,Poor,68
6,85,71,3,8,High,Poor,Public,No,High,Low,Graduate,27.0,0,Negative,High,No,1,Good,86
4,72,42,1,6,High,Good,Private,No,Low,Medium,Graduate,22.0,2,Positive,Low,Yes,2,Poor,66
3,78,55,3,8,Low,,Public,Yes,Medium,High,Postgraduate,,1,Neutral,Low,Yes,1,Good,69
3,79,47,4,4,Low,Poor,Private,Yes,Medium,Medium,Graduate,7.0,3,Positive,High,No,4,Average,60
9,57,71,2,7,High,Good,Public,No,Low,High,Postgraduate,23.0,1,Positive,Low,No,4,Poor,77
6,48,80,1,3,High,Poor,Public,Yes,Low,Medium,Postgraduate,7.0,1,Positive,Low,Yes,4,Average,71
9,72,45,1,4,Low,Poor,Public,No,Medium,Low,Postgraduate,20.0,3,Positive,Medium,No,3,Average,67
5,71,32,0,8,Low,Poor,Private,No,Low,Low,Postgraduate,11.0,0,Neutral,Low,Yes,5,Poor,51
2,93,74,4,4,Medium,Good,Private,Yes,High,Low,,10.0,3,Negative,Low,Yes,5,Average,76
8,56,51,0,3,Low,Poor,Public,No,High,High,Graduate,26.0,6,Negative,Medium,No,5,Poor,60
5,58,52,4,8,Low,Average,Private,No,High,High,School,12.0,0,Positive,Low,No,2,Good,55
2,66,88,4,4,High,Poor,Public,Yes,Low,Medium,Postgraduate,13.0,0,Negative,Low,Yes,4,Average,76
4,45,91,3,6,High,Poor,Private,Yes,Low,High,Graduate,12.0,4,Negative,Medium,No,4,Good,72
9,74,97,0,6,High,Average,Public,Yes,Low,High,Postgraduate,12.0,6,Negative,High,No,1,Average,92
4,95,83,2,7,Medium,Good,Private,Yes,Medium,Medium,Postgraduate,6.0,2,Negative,Low,Yes,3,Good,83
4,76,86,4,7,Low,Poor,Public,No,High,High,School,3.0,5,Neutral,High,Yes,3,Average,83
2,73,52,4,9,Medium,Average,Private,No,Medium,Medium,Postgraduate,8.0,4,Negative,Low,Yes,4,Good,62
6,59,89,1,4,Low,Good,Private,No,Medium,High,Graduate,17.0,2,Positive,Low,No,1,Average,77
11,64,84,3,3,Low,Average,Public,Yes,Medium,High,Graduate,13.0,0,Negative,High,Yes,4,Poor,78
2,43,92,2,6,High,Poor,Private,No,High,Low,Graduate,8.0,5,Neutral,Medium,No,2,Average,73
7,49,85,4,5,Low,Average,Private,Yes,High,High,Graduate,5.0,5,Negative,Medium,No,2,Average,77
3,49,84,1,7,Medium,,Private,No,High,Medium,Postgraduate,24.0,4,Positive,Low,No,5,Poor,68
3,63,54,0,9,High,Poor,Private,Yes,Low,Medium,Graduate,28.0,1,Neutral,Medium,No,5,Good,61
5,60,55,4,6,Medium,Average,Private,Yes,High,Low,School,4.0,3,Negative,Low,No,4,Good,55
3,50,78,1,9,Medium,Good,Private,No,Low,Medium,Postgraduate,,3,Positive,Low,No,5,Average,62
2,66,92,0,8,High,Good,Private,Yes,Low,Low,Graduate,18.0,3,Positive,High,Yes,4,Average,77
10,55,74,3,4,Low,Poor,Private,No,Low,High,,4.0,2,Positive,High,No,3,Poor,73
9,65,68,0,9,Medium,Poor,Private,No,High,Low,,11.0,3,Negative,Medium,Yes,2,Poor,76
2,69,94,4,6,Low,Poor,Public,No,High,High,Postgraduate,,2,Neutral,High,No,1,Poor,76
11,88,98,2,6,High,Poor,Private,No,High,Medium,School,26.0,2,Negative,Low,Yes,1,Good,95
2,55,85,0,4,Low,Average,Private,Yes,High,Low,School,1.0,6,Neutral,Medium,No,3,Poor,65
8,46,38,2,7,Low,,Public,No,Medium,Medium,Graduate,27.0,5,Neutral,High,No,4,Average,54
9,55,99,2,7,High,,Private,No,High,Medium,Graduate,13.0,2,Positive,Medium,No,2,Poor,91
7,74,57,0,5,Low,Poor,Private,No,High,Medium,School,21.0,1,Positive,Medium,No,4,Poor,70
3,97,74,3,5,Medium,Poor,Private,Yes,High,Medium,Postgraduate,27.0,5,Positive,Low,No,4,Average,78
